oid,candoid,mjd,fid,magpsf,sigmapsf,magpsf_corr,sigmapsf_corr_ext
ZTF17aaaehye,1316339915515010010,59070.33991899993,1,16.4664,0.041064,18.19923,0.20257834
ZTF17aaaehye,1311257265515010012,59065.25726850005,1,16.483143,0.042228524,18.120214,0.19073667
ZTF17aaaehye,1305358225515010023,59059.35822919989,2,15.4529,0.065692,14.712201,0.033207245
ZTF17aaaehye,1320413915515010076,59074.413912000135,2,15.1109,0.041062,14.93719,0.034990985
ZTF17aaaehye,1057074275515010030,58811.07427080022,1,16.376894,0.039323267,18.798023,0.36568016
ZTF17aaaehye,1025210845515010019,58779.21084489999,2,14.640217,0.062031467,15.611116,0.1516952
ZTF17aaaehye,1361283005515010014,59115.28300930001,2,14.773243,0.04940423,15.341402,0.08337344
ZTF17aaaehye,1415217175515010042,59169.217175900005,1,16.512306,0.039511133,17.997452,0.1551593
ZTF17aaaehye,1384225575515010033,59138.22557870019,1,16.372684,0.04093425,18.83797,0.39646196
ZTF17aaaehye,1299381965515010022,59053.38196759997,1,16.57796,0.042712737,17.772318,0.12832186
ZTF17aaaehye,1290479345515010017,59044.479340299964,2,16.251,0.157375,14.458582,0.030197354
ZTF17aaaehye,1465139355515015014,59219.1393519002,2,12.16417,0.024540102,12.018072,0.02145048
ZTF17aaaehye,1358282985515010015,59112.28298609983,1,16.373602,0.041711513,18.829124,0.40037352
ZTF17aaaehye,1331349205515010028,59085.34920139983,1,16.390537,0.04182232,18.678743,0.34410453
ZTF17aaaehye,1239485395515015012,58993.485393499956,2,13.993653,0.041870374,13.369609,0.023566179
ZTF17aaaehye,681179905515010012,58435.17990740016,1,16.353735,0.036151838,19.04096,0.42955688
ZTF17aaaehye,631269285515010000,58385.26928240014,2,14.671446,0.049178947,15.53833,0.10927805
ZTF17aaaehye,1368244145515010012,59122.24414349999,1,16.36252,0.04726312,18.941677,0.5083758
ZTF17aaaehye,618302115515010007,58372.302118100226,2,14.774463,0.052820355,15.339347,0.08886994
ZTF17aaaehye,993163785515010028,58747.16378469998,2,14.708722,0.046131406,15.459815,0.092136934
ZTF17aaaehye,929463905515010013,58683.46390049998,1,17.007465,0.05642556,17.0298,0.05759836
ZTF17aaaehye,1365255705515010019,59119.25570600014,1,16.363214,0.039355066,18.934237,0.42015493
ZTF17aaaehye,1049075635515010008,58803.075636600144,2,14.578439,0.06942882,15.778893,0.20975941
ZTF17aaaehye,996164655515010028,58750.16465280019,2,14.7522,0.031980455,15.377865,0.05690503
ZTF17aaaehye,982289595515010016,58736.28959489986,1,16.374985,0.042995296,18.81594,0.40719593
ZTF17aaaehye,1315361355515010007,59069.36135420017,1,16.465424,0.046373762,18.20406,0.2299995
ZTF17aaaehye,646259365515010004,58400.25936339982,1,16.351192,0.039646912,19.071636,0.4857206
ZTF17aaaehye,1443100825515015017,59197.100821800064,1,16.492378,0.057229392,15.620726,0.025642354
ZTF17aaaehye,1435119795515010021,59189.11979170004,1,17.30114,0.056009386,16.79457,0.035126355
ZTF17aaaehye,1317332395515010012,59071.332395799924,2,15.1337,0.079444,14.918132,0.06513787
ZTF17aaaehye,1060141965515010023,58814.14196760021,2,15.0013,0.029901,15.040197,0.030991662
ZTF17aaaehye,994162905515010017,58748.1629050998,2,14.697488,0.04198468,15.482607,0.08652437
